label,createdAt,captureSpeed,gravityFilter,averageFilter,elapsedTimeInSeconds,androidId,name,manufacturer,brand,brand,accelerometerMaxRange,accelerometerName,accelerometerMinDelay,gyroscopeMaxRange,gyroscopeName,gyroscopeMinDelay
acceleration normal 30kmh,2023-04-28 17:25:04.326,250.0,true,Low-Pass Filter,6,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000
timestamp,accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis,latitude,longitude,speedKmh
2023-04-28 17:25:04.362,-0.09323495626449585,0.06274950504302979,-0.01123809814453125,-0.0018325960263609886,-0.00427605677396059,-0.0012217300245538354,39.74110794067383,-8.818032264709473,0.0
2023-04-28 17:25:04.613,-0.05122646689414978,-0.05403795838356018,-0.02070903778076172,0.0018325960263609886,-6.108650122769177E-4,0.0012217300245538354,39.74110794067383,-8.818032264709473,0.0
2023-04-28 17:25:04.865,-0.10699662566184998,0.018458575010299683,-0.1260519027709961,0.0,-0.0024434609804302454,-6.108650122769177E-4,39.74110794067383,-8.818032264709473,0.0
2023-04-28 17:25:05.127,-0.07972192764282227,0.2799818515777588,0.08086585998535156,0.024434609338641167,6.108650122769177E-4,0.0024434609804302454,39.74110794067383,-8.818032264709473,0.0
2023-04-28 17:25:05.393,0.40728917717933655,-0.014045953750610352,0.5004110336303711,0.016493361443281174,0.003054325934499502,0.004886921960860491,39.74110794067383,-8.818032264709473,0.0
2023-04-28 17:25:05.650,-0.15777437388896942,0.6082584857940674,0.03603363037109375,0.003054325934499502,-0.004886921960860491,0.00427605677396059,39.74110794067383,-8.818032264709473,0.0
2023-04-28 17:25:05.900,-0.3722485303878784,0.809323787689209,-0.0953054428100586,0.0018325960263609886,-0.0018325960263609886,0.0,39.74110794067383,-8.818032264709473,0.0
2023-04-28 17:25:06.151,-0.19058941304683685,0.6191987991333008,-0.029326438903808594,0.0012217300245538354,-0.018325956538319588,-0.005497787147760391,39.74110794067383,-8.818032264709473,0.0
2023-04-28 17:25:06.406,0.27977633476257324,-0.9106067419052124,0.32291126251220703,-0.025656340643763542,0.018325956538319588,0.006719517987221479,39.74110794067383,-8.818032264709473,0.0
2023-04-28 17:25:06.664,-0.11150769889354706,0.641486406326294,-0.38553428649902344,-0.006108651868999004,0.0,-0.003054325934499502,39.74110794067383,-8.818032264709473,0.0
2023-04-28 17:25:06.915,0.1594698429107666,0.0033857820089906454,0.3986682891845703,0.00733038317412138,-0.004886921960860491,0.0018325960263609886,39.74110794067383,-8.818061828613281,13.5
2023-04-28 17:25:07.167,-0.18653161823749542,0.041673898696899414,-0.4564027786254883,-0.0024434609804302454,-0.00733038317412138,6.108650122769177E-4,39.74110794067383,-8.818061828613281,13.5
2023-04-28 17:25:07.418,0.09659704566001892,0.3244960308074951,0.15550518035888672,0.015271631069481373,-0.0012217300245538354,0.0,39.74110794067383,-8.818061828613281,13.5
2023-04-28 17:25:07.678,-0.05569687485694885,-0.9702982902526855,0.061034202575683594,-0.02015855349600315,0.00733038317412138,0.004886921960860491,39.74110794067383,-8.818121910095215,20.5
2023-04-28 17:25:07.929,0.19469913840293884,-0.10253548622131348,0.21401214599609375,-0.012828170321881771,0.024434609338641167,0.0024434609804302454,39.74110794067383,-8.818121910095215,20.5
2023-04-28 17:25:08.181,-0.09333550930023193,-0.5993710160255432,0.8730945587158203,0.006108651868999004,6.108650122769177E-4,0.004886921960860491,39.74110794067383,-8.818121910095215,20.5
2023-04-28 17:25:08.434,0.4445495009422302,0.86420077085495,0.10102653503417969,0.02321287989616394,0.00855211354792118,6.108650122769177E-4,39.74110794067383,-8.818121910095215,20.5
2023-04-28 17:25:08.691,-0.17730987071990967,0.777748703956604,-0.5812368392944336,6.108650122769177E-4,-0.015882495790719986,-0.00855211354792118,39.74110794067383,-8.818121910095215,20.5
2023-04-28 17:25:08.942,0.12271437048912048,-1.007273554801941,0.3422975540161133,-0.02015855349600315,0.00855211354792118,-0.0024434609804302454,39.74111557006836,-8.818191528320312,23.100000381469727
2023-04-28 17:25:09.195,-0.020958900451660156,-0.07205533981323242,0.4168119430541992,0.014049900695681572,-0.006719517987221479,-0.006719517987221479,39.74111557006836,-8.818191528320312,23.100000381469727
2023-04-28 17:25:09.447,0.07748651504516602,-0.03669536113739014,0.44805431365966797,-6.108650122769177E-4,0.003054325934499502,-0.005497787147760391,39.74111557006836,-8.818191528320312,23.100000381469727
2023-04-28 17:25:09.711,-0.20187322795391083,0.4128309488296509,0.2329397201538086,0.005497787147760391,-0.012217304669320583,-0.00733038317412138,39.74111557006836,-8.818275451660156,28.100000381469727
2023-04-28 17:25:09.964,-0.1874595433473587,-0.08781838417053223,-0.8001327514648438,0.01160643994808197,0.02076941914856434,-0.005497787147760391,39.74111557006836,-8.818275451660156,28.100000381469727
2023-04-28 17:25:10.223,0.3491775095462799,0.15066158771514893,0.34407901763916016,-0.0018325960263609886,-0.01160643994808197,-0.01038470957428217,39.74111557006836,-8.818275451660156,28.100000381469727
